userId,localStartTime,localEndTime,utcStartTime,utcEndTime,timeInSequence,sessionCompleted,currentSession,totalSequencesAttempted,totalSequencesCorrect,sequencesAttempted,sequencesMissed,sequenceSuccessPercentage
027ff59e4f4643dfbfec81844632d364,8/27/2020 3:37:22 PM,8/27/2020 3:37:27 PM,8/27/2020 10:37:22 PM,8/27/2020 10:37:27 PM,0:02,True,1,0,0,,,0
a807d7e6223b4b3fb436afd244f0944c,8/27/2020 3:51:56 PM,8/27/2020 3:51:57 PM,8/27/2020 10:51:56 PM,8/27/2020 10:51:57 PM,0:01,True,1,0,0,,,0
a076ca33dfbf410f88cd0cdfcb04336a,9/3/2020 12:07:56 PM,9/3/2020 12:08:00 PM,9/3/2020 7:07:56 PM,9/3/2020 7:08:00 PM,0:01,True,1,0,0,,,0
0a8e7b6243134de6a0ad960b078393f1,9/3/2020 6:29:24 PM,9/3/2020 6:29:27 PM,9/4/2020 1:29:24 AM,9/4/2020 1:29:27 AM,0:02,True,1,0,0,,,0
8933cb7a5e3c48f18ce60f3106fbdb11,9/3/2020 7:25:16 PM,9/3/2020 7:25:19 PM,9/4/2020 2:25:16 AM,9/4/2020 2:25:19 AM,0:02,True,1,0,0,,,0
508ccd3cf2264f47827bb66d016b5e8d,9/3/2020 8:00:11 PM,9/3/2020 8:00:14 PM,9/4/2020 3:00:11 AM,9/4/2020 3:00:14 AM,0:01,True,1,0,0,,,0
dd951e0409354aa394b576ee4797528d,9/3/2020 8:10:22 PM,9/3/2020 8:10:25 PM,9/4/2020 3:10:22 AM,9/4/2020 3:10:25 AM,0:02,True,1,0,0,,,0
dbb901daf60647c6a3067f5ed860befc,9/3/2020 8:14:29 PM,9/3/2020 8:14:33 PM,9/4/2020 3:14:29 AM,9/4/2020 3:14:33 AM,0:02,True,1,0,0,,,0
66c0a5c78a794434a4a306577012c8e0,9/3/2020 8:18:36 PM,9/3/2020 8:18:39 PM,9/4/2020 3:18:36 AM,9/4/2020 3:18:39 AM,0:02,True,1,0,0,,,0
67600a7295e44569bd80d40f34ca6f20,9/3/2020 8:59:43 PM,9/3/2020 8:59:46 PM,9/4/2020 3:59:43 AM,9/4/2020 3:59:46 AM,0:01,True,1,0,0,,,0
759dafb877fd41a4b99513e9ba8566dc,9/3/2020 9:15:04 PM,9/3/2020 9:15:08 PM,9/4/2020 4:15:04 AM,9/4/2020 4:15:08 AM,0:02,True,1,0,0,,,0
6b450491b00644fdbc032603ac2b75e2,9/3/2020 9:24:44 PM,9/3/2020 9:24:47 PM,9/4/2020 4:24:44 AM,9/4/2020 4:24:47 AM,0:02,True,1,0,0,,,0
b22786120c9e42f5847483555f5b70f0,9/8/2020 3:29:14 PM,9/8/2020 3:29:19 PM,9/8/2020 10:29:14 PM,9/8/2020 10:29:19 PM,0:04,True,1,0,0,,,0
