userId,localStartTime,localEndTime,utcStartTime,utcEndTime,timeInSequence,sessionCompleted,currentSession,totalSequencesAttempted,totalSequencesCorrect,sequencesAttempted,sequencesMissed,sequenceSuccessPercentage
38a900f3ba1041e0b9fc2e2835833241,8/27/2020 1:46:05 PM,8/27/2020 1:46:51 PM,8/27/2020 8:46:05 PM,8/27/2020 8:46:51 PM,0:28,True,4,0,0,,,0
47977ae9e7d74f978f7da1f83faa8a1e,8/27/2020 3:17:11 PM,8/27/2020 3:17:14 PM,8/27/2020 10:17:11 PM,8/27/2020 10:17:14 PM,0:01,True,1,0,0,,,0
027ff59e4f4643dfbfec81844632d364,8/27/2020 3:37:02 PM,8/27/2020 3:37:05 PM,8/27/2020 10:37:02 PM,8/27/2020 10:37:05 PM,0:01,True,1,0,0,,,0
a807d7e6223b4b3fb436afd244f0944c,8/27/2020 3:51:39 PM,8/27/2020 3:51:40 PM,8/27/2020 10:51:39 PM,8/27/2020 10:51:40 PM,0:01,True,1,0,0,,,0
a076ca33dfbf410f88cd0cdfcb04336a,9/3/2020 12:07:37 PM,9/3/2020 12:07:40 PM,9/3/2020 7:07:37 PM,9/3/2020 7:07:40 PM,0:01,True,1,0,0,,,0
2435d4b148fc4a2e972589c843bfc84d,9/3/2020 6:26:35 PM,9/3/2020 6:26:38 PM,9/4/2020 1:26:35 AM,9/4/2020 1:26:38 AM,0:02,True,1,0,0,,,0
0a8e7b6243134de6a0ad960b078393f1,9/3/2020 6:29:13 PM,9/3/2020 6:29:16 PM,9/4/2020 1:29:13 AM,9/4/2020 1:29:16 AM,0:02,True,1,0,0,,,0
8933cb7a5e3c48f18ce60f3106fbdb11,9/3/2020 7:25:00 PM,9/3/2020 7:25:03 PM,9/4/2020 2:25:00 AM,9/4/2020 2:25:03 AM,0:02,True,1,0,0,,,0
508ccd3cf2264f47827bb66d016b5e8d,9/3/2020 7:59:59 PM,9/3/2020 8:00:02 PM,9/4/2020 2:59:59 AM,9/4/2020 3:00:02 AM,0:02,True,1,0,0,,,0
dd951e0409354aa394b576ee4797528d,9/3/2020 8:10:09 PM,9/3/2020 8:10:12 PM,9/4/2020 3:10:09 AM,9/4/2020 3:10:12 AM,0:02,True,1,0,0,,,0
dbb901daf60647c6a3067f5ed860befc,9/3/2020 8:13:56 PM,9/3/2020 8:13:59 PM,9/4/2020 3:13:56 AM,9/4/2020 3:13:59 AM,0:02,True,1,0,0,,,0
66c0a5c78a794434a4a306577012c8e0,9/3/2020 8:18:21 PM,9/3/2020 8:18:24 PM,9/4/2020 3:18:21 AM,9/4/2020 3:18:24 AM,0:02,True,1,0,0,,,0
67600a7295e44569bd80d40f34ca6f20,9/3/2020 8:59:26 PM,9/3/2020 8:59:29 PM,9/4/2020 3:59:26 AM,9/4/2020 3:59:29 AM,0:02,True,1,0,0,,,0
759dafb877fd41a4b99513e9ba8566dc,9/3/2020 9:14:49 PM,9/3/2020 9:14:52 PM,9/4/2020 4:14:49 AM,9/4/2020 4:14:52 AM,0:02,True,1,0,0,,,0
6b450491b00644fdbc032603ac2b75e2,9/3/2020 9:24:33 PM,9/3/2020 9:24:36 PM,9/4/2020 4:24:33 AM,9/4/2020 4:24:36 AM,0:02,True,1,0,0,,,0
1680ab453b8b4892b628a18e89b99677,9/8/2020 3:18:26 PM,9/8/2020 3:18:30 PM,9/8/2020 10:18:26 PM,9/8/2020 10:18:30 PM,0:02,False,1,0,0,,,0
1680ab453b8b4892b628a18e89b99677,9/8/2020 3:18:26 PM,9/8/2020 3:18:31 PM,9/8/2020 10:18:26 PM,9/8/2020 10:18:31 PM,0:03,True,1,0,0,,,0
b22786120c9e42f5847483555f5b70f0,9/8/2020 3:28:51 PM,9/8/2020 3:28:56 PM,9/8/2020 10:28:51 PM,9/8/2020 10:28:56 PM,0:03,True,1,0,0,,,0
65e81e876f6a40b18dd1d6e34b61bffa,9/8/2020 8:41:07 PM,9/8/2020 8:41:10 PM,9/9/2020 3:41:07 AM,9/9/2020 3:41:10 AM,0:02,True,1,0,0,,,0
99a6a8f7015b4184a707f8625602cc63,9/8/2020 8:54:41 PM,9/8/2020 8:54:44 PM,9/9/2020 3:54:41 AM,9/9/2020 3:54:44 AM,0:02,True,1,0,0,,,0
8f62d6178daf467d8f5f8660e59256a0,9/8/2020 9:09:17 PM,9/8/2020 9:09:20 PM,9/9/2020 4:09:17 AM,9/9/2020 4:09:20 AM,0:02,True,1,0,0,,,0
ce3f873a56b64af094191c515f4c95b0,9/8/2020 9:13:21 PM,9/8/2020 9:13:24 PM,9/9/2020 4:13:21 AM,9/9/2020 4:13:24 AM,0:02,True,2,0,0,,,0
